id;arrondissement_id;quartier_id;note_maison;note_agence;mois
3;6610616;6609732;5.16;6.5;MARS
4;6610616;6609732;9.0;1.67;MARS
5;6610616;6609732;8.71;0.62;NOV
6;6610616;6609732;6.2;3.73;SEPT
7;6610616;6609732;0.22;2.49;DEC
8;6610616;6609732;8.72;0.19;OCT
9;6610616;6609732;0.45;5.34;MAI
10;6610616;6609732;1.68;0.59;FEV
11;6610616;6609732;2.93;4.11;JUIN
12;6610616;6609732;9.87;9.9;JUIL
13;6610616;6609732;5.34;6.36;OCT
14;6610616;6609732;6.76;2.33;JUIN
15;6610616;6609732;0.41;6.13;MARS
16;6610616;6609732;0.7;3.42;SEPT
17;6610616;6609732;8.88;8.87;OCT
18;6610616;6609732;2.75;5.72;NOV
19;6610616;6609732;5.2;8.0;SEPT
20;6610616;6609732;8.03;9.22;AVRIL
21;6610616;6609732;9.39;2.25;JUIL
22;6610616;6609732;1.39;5.99;DEC
23;6610616;6609732;1.82;2.1;JUIN
24;6610616;6609732;2.0;5.08;AOUT
25;6610616;6609732;5.3;1.5;AOUT
26;6610616;6609732;0.84;2.65;AOUT
27;6610616;6609732;5.13;5.67;OCT
28;6610616;6609732;2.07;2.03;SEPT
29;6610616;6609732;4.06;5.75;NOV
30;6610616;6609732;3.43;3.27;OCT
31;6610616;6609732;1.2;8.75;AOUT
32;6610616;6609732;4.37;9.7;OCT
33;6610616;6609732;0.73;1.12;AOUT
34;6610616;6609732;6.74;3.08;JANV
35;6610616;6609732;7.65;2.65;FEV
36;6610616;6609732;9.59;7.08;FEV
37;6610616;6609732;6.05;0.21;MARS
38;6610616;6609732;9.36;2.76;FEV
39;6610616;6609732;0.71;6.19;NOV
40;6610616;6609732;1.89;8.5;OCT
41;6610616;6609732;5.4;7.79;NOV
42;6610616;6609732;4.56;8.52;MARS
43;6610616;6609732;8.07;4.97;MAI
44;6610616;6609732;6.99;6.1;DEC
45;6610616;6609732;4.75;7.92;JUIL
46;6610616;6609732;2.31;9.03;JUIN
47;6610616;6609732;9.39;3.63;MARS
48;6610616;6609732;6.58;1.93;NOV
49;6610616;6609732;4.36;7.16;OCT
50;6610616;6609732;0.22;6.38;NOV
1;6610293;6609733;9.42;0.82;DEC
2;6610293;6609733;3.4;3.2;OCT
3;6610293;6609733;3.56;7.97;MAI
4;6610293;6609733;4.98;3.86;DEC
5;6610293;6609733;9.34;3.05;JANV
6;6610293;6609733;6.43;9.27;JUIN
7;6610293;6609733;7.99;2.08;SEPT
8;6610293;6609733;4.76;9.39;DEC
9;6610293;6609733;8.58;5.69;SEPT
10;6610293;6609733;7.08;7.9;MAI
11;6610293;6609733;5.17;1.5;JANV
12;6610293;6609733;5.2;1.48;SEPT
13;6610293;6609733;6.61;9.31;SEPT
14;6610293;6609733;5.09;2.12;NOV
15;6610293;6609733;1.51;5.19;FEV
16;6610293;6609733;2.53;8.53;AVRIL
17;6610293;6609733;9.28;1.73;SEPT
18;6610293;6609733;4.63;4.49;AOUT
19;6610293;6609733;2.71;1.16;DEC
20;6610293;6609733;7.2;3.62;JUIN
21;6610293;6609733;6.08;7.69;JUIL
22;6610293;6609733;2.5;7.77;OCT
23;6610293;6609733;1.71;2.68;AVRIL
24;6610293;6609733;8.23;5.76;JANV
25;6610293;6609733;4.16;9.4;AVRIL
26;6610293;6609733;7.75;2.79;DEC
27;6610293;6609733;8.44;7.25;NOV
28;6610293;6609733;1.32;2.6;MAI
29;6610293;6609733;8.33;2.38;JUIN
30;6610293;6609733;5.55;9.82;SEPT
31;6610293;6609733;5.19;5.83;MAI
32;6610293;6609733;6.62;2.47;JANV
33;6610293;6609733;3.06;3.36;DEC
34;6610293;6609733;7.4;4.78;AOUT
35;6610293;6609733;8.02;2.05;SEPT
36;6610293;6609733;3.49;2.39;NOV
37;6610293;6609733;0.19;8.89;FEV
38;6610293;6609733;3.0;3.21;NOV
39;6610293;6609733;1.87;8.84;MAI
40;6610293;6609733;6.24;1.86;FEV
41;6610293;6609733;9.58;5.95;SEPT
42;6610293;6609733;5.99;6.3;JANV
43;6610293;6609733;1.33;2.88;JUIL
44;6610293;6609733;9.34;0.93;MAI
45;6610293;6609733;6.07;7.33;JUIL
46;6610293;6609733;0.62;0.23;MARS
47;6610293;6609733;0.26;7.71;MARS
48;6610293;6609733;3.29;5.04;AVRIL
49;6610293;6609733;1.08;2.71;AOUT
50;6610293;6609733;6.38;6.66;NOV
1;6610616;6609734;3.2;4.47;AVRIL
2;6610616;6609734;5.9;4.44;MARS
3;6610616;6609734;7.18;0.28;MARS
4;6610616;6609734;2.81;2.61;OCT
5;6610616;6609734;9.06;3.02;MAI
6;6610616;6609734;1.05;7.66;NOV
7;6610616;6609734;4.49;0.24;FEV
8;6610616;6609734;3.53;7.41;AOUT
9;6610616;6609734;7.84;8.99;OCT
10;6610616;6609734;5.15;6.28;MARS
11;6610616;6609734;2.52;1.06;OCT
12;6610616;6609734;8.19;9.17;AOUT
13;6610616;6609734;6.47;6.93;MAI
14;6610616;6609734;9.48;4.02;FEV
15;6610616;6609734;0.87;3.9;JUIL
16;6610616;6609734;7.26;0.44;JANV
17;6610616;6609734;9.71;4.16;NOV
18;6610616;6609734;3.04;3.09;JUIL
19;6610616;6609734;8.73;4.71;AVRIL
20;6610616;6609734;2.91;3.28;AOUT
21;6610616;6609734;4.36;2.11;SEPT
22;6610616;6609734;0.47;1.75;NOV
23;6610616;6609734;1.33;6.42;JUIN
24;6610616;6609734;2.92;4.98;JUIL
25;6610616;6609734;7.62;4.48;OCT
26;6610616;6609734;0.23;4.33;MARS
27;6610616;6609734;0.59;6.14;FEV
28;6610616;6609734;8.28;8.3;DEC
29;6610616;6609734;1.63;4.41;JANV
30;6610616;6609734;8.65;6.15;FEV
31;6610616;6609734;7.23;0.71;FEV
32;6610616;6609734;6.19;5.83;NOV
33;6610616;6609734;3.75;6.22;OCT
34;6610616;6609734;4.26;0.98;JUIN
35;6610616;6609734;8.52;5.73;JUIL
36;6610616;6609734;8.88;3.41;JUIL
37;6610616;6609734;7.78;0.69;AVRIL
38;6610616;6609734;9.86;4.87;FEV
39;6610616;6609734;6.06;7.8;JUIN
40;6610616;6609734;7.85;3.95;MAI
41;6610616;6609734;6.26;9.38;MAI
42;6610616;6609734;4.6;3.5;JANV
43;6610616;6609734;3.68;3.51;JANV
44;6610616;6609734;3.98;3.53;FEV
45;6610616;6609734;2.83;5.13;OCT
46;6610616;6609734;9.35;9.86;AVRIL
47;6610616;6609734;5.78;4.93;MARS
48;6610616;6609734;8.72;1.25;MARS
49;6610616;6609734;7.78;6.0;MAI
50;6610616;6609734;2.81;3.37;NOV
1;6610616;6609735;0.04;1.02;JUIN
2;6610616;6609735;4.23;0.15;AOUT
3;6610616;6609735;3.43;6.63;JANV
4;6610616;6609735;5.84;1.31;NOV
5;6610616;6609735;9.17;7.18;AVRIL
6;6610616;6609735;0.38;6.53;FEV
7;6610616;6609735;4.76;6.81;DEC
8;6610616;6609735;7.77;6.04;MARS
9;6610616;6609735;8.23;4.02;SEPT
10;6610616;6609735;8.37;0.9;JANV
11;6610616;6609735;8.87;6.59;SEPT
12;6610616;6609735;5.24;4.16;OCT
13;6610616;6609735;7.59;9.19;MAI
14;6610616;6609735;2.1;5.38;JANV
15;6610616;6609735;3.16;7.17;FEV
16;6610616;6609735;6.23;6.87;NOV
17;6610616;6609735;3.96;0.24;JUIN
18;6610616;6609735;7.89;8.88;MARS
19;6610616;6609735;8.48;7.45;SEPT
20;6610616;6609735;6.14;3.69;JUIL
21;6610616;6609735;3.81;7.24;SEPT
22;6610616;6609735;3.15;0.74;SEPT
23;6610616;6609735;1.35;3.77;FEV
24;6610616;6609735;8.62;7.95;DEC
25;6610616;6609735;0.68;3.23;FEV
26;6610616;6609735;8.22;0.88;JANV
27;6610616;6609735;7.56;5.4;FEV
28;6610616;6609735;6.64;9.4;AVRIL
29;6610616;6609735;6.92;4.62;MAI
30;6610616;6609735;4.79;1.1;JUIL
31;6610616;6609735;8.47;1.37;FEV
32;6610616;6609735;0.8;4.86;SEPT
33;6610616;6609735;6.52;6.76;FEV
34;6610616;6609735;1.95;0.78;JANV
35;6610616;6609735;2.57;0.49;JANV
36;6610616;6609735;4.3;4.46;SEPT
37;6610616;6609735;4.74;9.13;FEV
38;6610616;6609735;3.98;6.73;MARS
39;6610616;6609735;4.3;1.69;JUIN
40;6610616;6609735;7.61;2.59;JANV
41;6610616;6609735;1.94;7.6;SEPT
42;6610616;6609735;7.1;5.65;MARS
43;6610616;6609735;8.19;1.93;JUIL
44;6610616;6609735;2.74;0.45;AOUT
45;6610616;6609735;9.15;0.2;JANV
46;6610616;6609735;5.13;3.27;NOV
47;6610616;6609735;2.36;5.58;JANV
48;6610616;6609735;2.06;9.69;JUIN
49;6610616;6609735;6.91;4.9;DEC
50;6610616;6609735;9.69;8.36;AVRIL
1;6610616;6609736;6.68;5.89;MAI
2;6610616;6609736;0.18;7.17;NOV
3;6610616;6609736;2.15;5.61;AOUT
4;6610616;6609736;8.71;7.06;MARS
5;6610616;6609736;0.16;3.73;DEC
6;6610616;6609736;0.27;2.63;DEC
7;6610616;6609736;0.13;9.89;JANV
8;6610616;6609736;8.41;8.48;NOV
9;6610616;6609736;0.31;0.89;AVRIL
10;6610616;6609736;3.22;2.36;JANV
11;6610616;6609736;5.78;9.0;OCT
12;6610616;6609736;3.92;5.39;AOUT
13;6610616;6609736;1.14;8.43;NOV
14;6610616;6609736;3.5;5.9;AOUT
15;6610616;6609736;8.31;0.73;AOUT
16;6610616;6609736;3.32;3.45;MAI
17;6610616;6609736;8.04;2.19;JUIN
18;6610616;6609736;0.19;8.71;SEPT
19;6610616;6609736;0.58;8.07;JUIN
20;6610616;6609736;7.99;9.13;JUIL
21;6610616;6609736;5.04;6.35;JUIL
22;6610616;6609736;7.52;6.7;MAI
23;6610616;6609736;3.67;5.9;MARS
24;6610616;6609736;3.02;4.47;MARS
25;6610616;6609736;8.16;3.73;SEPT
26;6610616;6609736;6.27;3.55;MARS
27;6610616;6609736;7.17;9.14;MARS
28;6610616;6609736;7.95;8.92;NOV
29;6610616;6609736;5.58;4.34;AOUT
30;6610616;6609736;3.68;4.57;SEPT
31;6610616;6609736;5.67;1.79;SEPT
32;6610616;6609736;4.61;2.99;MAI
33;6610616;6609736;1.8;2.89;AOUT
34;6610616;6609736;4.08;6.54;JUIL
35;6610616;6609736;4.12;5.82;JUIN
36;6610616;6609736;4.58;8.51;JANV
37;6610616;6609736;8.71;4.74;MAI
38;6610616;6609736;5.27;8.2;OCT
39;6610616;6609736;3.68;3.03;OCT
40;6610616;6609736;0.2;0.56;AVRIL
41;6610616;6609736;2.66;0.08;OCT
42;6610616;6609736;8.44;5.14;MARS
43;6610616;6609736;7.15;7.3;SEPT
44;6610616;6609736;2.58;2.27;MAI
45;6610616;6609736;1.56;6.95;DEC
46;6610616;6609736;9.97;7.96;SEPT
47;6610616;6609736;0.23;1.76;JUIL
48;6610616;6609736;3.16;0.58;AOUT
49;6610616;6609736;2.14;0.42;MAI
50;6610616;6609736;7.3;5.32;JUIN
1;6610293;6609737;6.79;4.62;JUIN
2;6610293;6609737;1.84;0.98;JANV
3;6610293;6609737;6.03;0.11;JUIL
4;6610293;6609737;1.57;0.86;JUIN
5;6610293;6609737;7.87;5.52;MARS
6;6610293;6609737;2.25;3.82;SEPT
7;6610293;6609737;1.08;5.22;JUIL
8;6610293;6609737;9.3;3.95;MARS
9;6610293;6609737;4.01;0.39;JUIN
10;6610293;6609737;7.77;4.95;SEPT
11;6610293;6609737;2.26;5.63;JUIL
12;6610293;6609737;6.43;8.33;AOUT
13;6610293;6609737;2.08;1.15;AVRIL
14;6610293;6609737;7.12;1.07;DEC
15;6610293;6609737;5.08;1.3;OCT
16;6610293;6609737;0.84;8.54;FEV
17;6610293;6609737;9.09;0.11;JUIL
18;6610293;6609737;9.85;9.33;AOUT
19;6610293;6609737;5.2;0.66;OCT
20;6610293;6609737;7.53;6.63;MARS
21;6610293;6609737;7.89;4.91;OCT
22;6610293;6609737;2.04;7.33;MARS
23;6610293;6609737;4.33;8.51;JUIL
24;6610293;6609737;5.58;4.86;MAI
25;6610293;6609737;9.67;1.02;AVRIL
26;6610293;6609737;4.66;1.66;JUIN
27;6610293;6609737;7.08;9.75;NOV
28;6610293;6609737;9.21;3.51;NOV
29;6610293;6609737;3.74;1.94;FEV
30;6610293;6609737;7.76;1.6;OCT
31;6610293;6609737;2.5;9.26;AVRIL
32;6610293;6609737;4.33;7.69;OCT
33;6610293;6609737;3.26;1.72;JANV
34;6610293;6609737;1.43;6.95;SEPT
35;6610293;6609737;7.09;7.07;MARS
36;6610293;6609737;8.94;0.12;FEV
37;6610293;6609737;6.53;2.86;AVRIL
38;6610293;6609737;1.02;8.04;AVRIL
39;6610293;6609737;0.19;9.15;JUIL
40;6610293;6609737;9.91;1.58;AVRIL
41;6610293;6609737;6.84;5.1;OCT
42;6610293;6609737;6.31;8.78;MAI
43;6610293;6609737;7.26;1.22;SEPT
44;6610293;6609737;9.15;6.72;DEC
45;6610293;6609737;8.19;3.58;OCT
46;6610293;6609737;5.07;6.62;SEPT
47;6610293;6609737;5.57;0.05;DEC
48;6610293;6609737;0.51;1.36;AOUT
49;6610293;6609737;4.77;1.03;MAI
50;6610293;6609737;3.58;6.15;DEC
1;6610295;6609738;5.42;8.35;AOUT
2;6610295;6609738;1.54;3.36;AVRIL
3;6610295;6609738;0.79;2.94;JUIN
4;6610295;6609738;3.49;7.82;DEC
5;6610295;6609738;0.95;1.53;DEC
6;6610295;6609738;1.72;5.64;MAI
7;6610295;6609738;9.1;6.0;DEC
8;6610295;6609738;1.86;5.44;FEV
9;6610295;6609738;4.73;5.97;MAI
10;6610295;6609738;8.28;2.08;MAI
11;6610295;6609738;2.72;0.83;OCT
12;6610295;6609738;8.66;9.93;JUIN
13;6610295;6609738;7.42;9.99;JANV
14;6610295;6609738;0.47;7.29;JANV
15;6610295;6609738;2.64;9.02;MAI
16;6610295;6609738;7.97;8.6;MARS
17;6610295;6609738;5.23;2.16;MAI
18;6610295;6609738;6.04;7.46;DEC
19;6610295;6609738;9.55;8.91;DEC
20;6610295;6609738;7.72;2.07;OCT
21;6610295;6609738;5.09;9.33;MARS
22;6610295;6609738;0.46;3.17;FEV
23;6610295;6609738;1.7;4.24;MAI
24;6610295;6609738;3.07;4.32;NOV
25;6610295;6609738;5.14;8.55;MAI
26;6610295;6609738;1.44;2.97;JUIL
27;6610295;6609738;4.08;0.05;JUIN
28;6610295;6609738;2.49;2.53;MARS
29;6610295;6609738;4.16;1.58;NOV
30;6610295;6609738;7.74;0.89;NOV
31;6610295;6609738;7.4;7.5;NOV
32;6610295;6609738;8.07;0.98;SEPT
33;6610295;6609738;3.04;4.76;SEPT
34;6610295;6609738;6.5;1.3;OCT
35;6610295;6609738;0.28;3.22;NOV
36;6610295;6609738;1.04;7.28;AVRIL
37;6610295;6609738;9.09;0.81;FEV
38;6610295;6609738;3.22;0.53;NOV
39;6610295;6609738;4.9;1.06;JANV
40;6610295;6609738;1.47;8.88;JUIL
41;6610295;6609738;1.16;4.31;NOV
42;6610295;6609738;1.56;7.47;MARS
43;6610295;6609738;9.82;8.19;OCT
44;6610295;6609738;3.83;3.33;JUIL
45;6610295;6609738;8.75;4.46;OCT
46;6610295;6609738;1.47;2.78;AVRIL
47;6610295;6609738;7.61;3.58;OCT
48;6610295;6609738;1.35;7.46;JUIN
49;6610295;6609738;0.42;8.35;JUIL
50;6610295;6609738;4.57;9.39;JUIL
1;6610295;6609739;7.52;7.48;FEV
2;6610295;6609739;6.89;6.98;JANV
3;6610295;6609739;1.74;9.67;NOV
4;6610295;6609739;9.81;7.26;OCT
5;6610295;6609739;6.09;8.09;AVRIL
6;6610295;6609739;4.29;3.05;MARS
7;6610295;6609739;0.3;3.99;AOUT
8;6610295;6609739;5.42;4.79;JUIL
9;6610295;6609739;9.66;3.8;MAI
10;6610295;6609739;9.73;3.07;MARS
11;6610295;6609739;1.57;6.22;SEPT
12;6610295;6609739;1.28;6.9;OCT
13;6610295;6609739;8.15;8.7;SEPT
14;6610295;6609739;4.4;3.9;SEPT
15;6610295;6609739;0.65;3.66;OCT
16;6610295;6609739;7.08;3.8;SEPT
17;6610295;6609739;0.34;2.4;JUIL
18;6610295;6609739;4.02;7.88;NOV
19;6610295;6609739;2.8;8.51;MARS
20;6610295;6609739;5.67;4.76;JANV
21;6610295;6609739;9.37;5.04;SEPT
22;6610295;6609739;0.27;0.72;AOUT
23;6610295;6609739;9.66;3.91;MARS
24;6610295;6609739;8.04;5.86;MAI
25;6610295;6609739;3.74;1.25;FEV
26;6610295;6609739;5.47;5.47;AVRIL
27;6610295;6609739;2.97;0.02;MARS
28;6610295;6609739;1.92;9.05;SEPT
29;6610295;6609739;9.43;7.5;OCT
30;6610295;6609739;2.18;3.66;SEPT
31;6610295;6609739;1.98;3.98;NOV
32;6610295;6609739;6.05;4.82;AVRIL
33;6610295;6609739;1.25;5.09;MARS
34;6610295;6609739;4.3;0.97;NOV
35;6610295;6609739;2.14;3.47;DEC
36;6610295;6609739;4.36;8.52;SEPT
37;6610295;6609739;9.42;9.53;NOV
38;6610295;6609739;6.58;3.42;JUIN
39;6610295;6609739;5.59;4.67;MARS
40;6610295;6609739;8.08;5.87;DEC
41;6610295;6609739;3.09;5.26;JUIN
42;6610295;6609739;5.42;4.15;MARS
43;6610295;6609739;8.2;4.28;MAI
44;6610295;6609739;4.89;4.55;JUIN
45;6610295;6609739;1.32;8.46;JUIN
46;6610295;6609739;6.89;0.53;JUIN
47;6610295;6609739;4.41;9.91;JUIN
48;6610295;6609739;9.87;5.04;MARS
49;6610295;6609739;3.89;1.01;AVRIL
50;6610295;6609739;3.25;0.92;AOUT
1;6610293;6609740;0.83;4.27;JUIL
2;6610293;6609740;2.7;0.8;SEPT
3;6610293;6609740;0.7;5.84;SEPT
4;6610293;6609740;7.99;8.88;JUIN
5;6610293;6609740;1.9;2.86;AVRIL
6;6610293;6609740;5.76;1.27;DEC
7;6610293;6609740;4.61;0.67;FEV
8;6610293;6609740;9.35;6.72;AVRIL
9;6610293;6609740;3.19;5.31;MARS
10;6610293;6609740;6.22;4.34;SEPT
11;6610293;6609740;7.76;9.81;NOV
12;6610293;6609740;9.45;3.18;DEC
13;6610293;6609740;2.43;2.15;NOV
14;6610293;6609740;0.31;2.19;AVRIL
15;6610293;6609740;5.44;6.82;AVRIL
16;6610293;6609740;1.67;8.69;MARS
17;6610293;6609740;1.06;5.51;MARS
18;6610293;6609740;6.47;0.21;JUIL
19;6610293;6609740;8.04;3.64;JANV
20;6610293;6609740;5.47;0.23;MAI
21;6610293;6609740;4.17;8.89;JANV
22;6610293;6609740;7.44;4.31;JUIN
23;6610293;6609740;2.43;5.57;JUIN
24;6610293;6609740;9.25;5.84;JANV
25;6610293;6609740;3.64;9.15;NOV
26;6610293;6609740;6.87;6.37;MARS
27;6610293;6609740;3.17;2.91;JUIN
28;6610293;6609740;9.66;4.58;FEV
29;6610293;6609740;8.65;6.35;JANV
30;6610293;6609740;9.77;7.71;JANV
31;6610293;6609740;2.45;3.23;OCT
32;6610293;6609740;3.94;7.85;OCT
33;6610293;6609740;9.52;9.24;OCT
34;6610293;6609740;0.17;3.87;AOUT
35;6610293;6609740;0.76;0.61;JANV
36;6610293;6609740;8.7;8.56;AOUT
37;6610293;6609740;8.41;2.03;AOUT
38;6610293;6609740;3.1;7.38;FEV
39;6610293;6609740;7.19;7.38;MARS
40;6610293;6609740;1.63;9.88;MAI
41;6610293;6609740;0.89;2.59;OCT
42;6610293;6609740;6.13;7.93;AVRIL
43;6610293;6609740;8.08;1.69;MAI
44;6610293;6609740;3.42;0.7;JANV
45;6610293;6609740;8.65;4.35;SEPT
46;6610293;6609740;2.33;6.21;OCT
47;6610293;6609740;6.78;7.77;JANV
48;6610293;6609740;5.05;0.09;SEPT
49;6610293;6609740;3.98;9.58;MAI
50;6610293;6609740;4.98;6.11;FEV
1;6610295;6609741;2.05;1.5;JUIL
2;6610295;6609741;5.23;6.78;JANV
3;6610295;6609741;6.91;1.27;MAI
4;6610295;6609741;5.99;4.23;AVRIL
5;6610295;6609741;2.13;8.72;JUIN
6;6610295;6609741;3.32;9.25;SEPT
7;6610295;6609741;7.84;2.84;FEV
8;6610295;6609741;7.55;7.83;JANV
9;6610295;6609741;2.66;5.88;AOUT
10;6610295;6609741;7.11;9.13;AVRIL
11;6610295;6609741;2.79;0.98;AVRIL
12;6610295;6609741;9.65;3.73;NOV
13;6610295;6609741;7.29;2.9;JUIN
14;6610295;6609741;7.39;8.03;AOUT
15;6610295;6609741;3.31;4.04;JUIL
16;6610295;6609741;2.46;8.83;MARS
17;6610295;6609741;0.45;7.29;MARS
18;6610295;6609741;4.32;5.68;MAI
19;6610295;6609741;8.68;2.77;DEC
20;6610295;6609741;6.6;5.63;NOV
21;6610295;6609741;6.28;2.43;JUIN
22;6610295;6609741;3.6;2.87;AVRIL
23;6610295;6609741;5.62;6.91;JUIN
24;6610295;6609741;2.2;8.34;MAI
25;6610295;6609741;2.99;7.08;OCT
26;6610295;6609741;1.45;5.1;JUIL
27;6610295;6609741;1.09;4.75;OCT
28;6610295;6609741;8.93;4.15;SEPT
29;6610295;6609741;1.78;2.4;DEC
30;6610295;6609741;1.34;3.67;JUIN
31;6610295;6609741;1.95;3.54;JUIL
32;6610295;6609741;5.65;9.93;FEV
33;6610295;6609741;5.16;1.42;FEV
34;6610295;6609741;8.01;6.3;AVRIL
35;6610295;6609741;6.91;3.33;JUIL
36;6610295;6609741;8.29;9.22;FEV
37;6610295;6609741;9.95;5.64;MARS
38;6610295;6609741;7.06;0.09;MARS
39;6610295;6609741;4.78;4.33;FEV
40;6610295;6609741;2.48;0.02;JUIL
41;6610295;6609741;1.46;3.54;MAI
42;6610295;6609741;1.06;0.68;OCT
43;6610295;6609741;0.19;1.29;JANV
44;6610295;6609741;9.78;9.91;NOV
45;6610295;6609741;2.51;7.45;MAI
46;6610295;6609741;8.22;8.3;AVRIL
47;6610295;6609741;6.49;4.45;JUIL
48;6610295;6609741;5.14;7.7;JUIL
49;6610295;6609741;2.15;4.04;AVRIL
50;6610295;6609741;0.22;0.12;JANV
1;6610295;6609742;4.24;3.32;NOV
2;6610295;6609742;9.48;9.51;MARS
3;6610295;6609742;4.77;1.7;SEPT
4;6610295;6609742;6.89;8.23;MAI
5;6610295;6609742;3.27;7.09;AOUT
6;6610295;6609742;4.58;9.25;JUIN
7;6610295;6609742;10.0;1.67;DEC
8;6610295;6609742;1.09;2.25;MAI
9;6610295;6609742;2.69;9.89;MARS
10;6610295;6609742;5.99;6.06;FEV
11;6610295;6609742;5.09;7.47;AOUT
12;6610295;6609742;0.53;5.83;SEPT
13;6610295;6609742;0.29;4.3;JUIL
14;6610295;6609742;2.85;0.45;AVRIL
15;6610295;6609742;4.1;3.15;MAI
16;6610295;6609742;7.75;6.04;FEV
17;6610295;6609742;3.56;3.11;JUIL
18;6610295;6609742;2.59;5.34;MARS
19;6610295;6609742;9.14;1.27;JANV
20;6610295;6609742;5.74;5.95;OCT
21;6610295;6609742;0.28;8.22;NOV
22;6610295;6609742;6.24;6.28;FEV
23;6610295;6609742;6.03;8.8;MARS
24;6610295;6609742;5.66;8.61;OCT
25;6610295;6609742;1.33;9.67;NOV
26;6610295;6609742;6.87;7.67;JUIN
27;6610295;6609742;7.31;6.95;SEPT
28;6610295;6609742;2.58;5.41;MAI
29;6610295;6609742;2.08;5.91;FEV
30;6610295;6609742;6.35;1.16;AVRIL
31;6610295;6609742;2.99;7.16;JANV
32;6610295;6609742;3.77;8.27;AVRIL
33;6610295;6609742;4.01;7.95;NOV
34;6610295;6609742;4.31;5.28;DEC
35;6610295;6609742;2.02;5.3;DEC
36;6610295;6609742;0.97;9.38;JANV
37;6610295;6609742;7.97;4.68;JUIN
38;6610295;6609742;3.98;7.65;DEC
39;6610295;6609742;7.14;5.58;NOV
40;6610295;6609742;0.38;7.95;AVRIL
41;6610295;6609742;9.61;9.33;FEV
42;6610295;6609742;4.83;4.68;OCT
43;6610295;6609742;5.41;5.71;JANV
44;6610295;6609742;8.86;3.04;MAI
45;6610295;6609742;2.54;3.92;DEC
46;6610295;6609742;3.04;6.2;OCT
47;6610295;6609742;0.67;7.08;FEV
48;6610295;6609742;6.78;3.75;AOUT
49;6610295;6609742;5.46;5.77;MAI
50;6610295;6609742;5.89;7.68;MAI
1;6610293;6609743;2.67;1.52;SEPT
2;6610293;6609743;9.58;0.21;MAI
3;6610293;6609743;5.26;9.52;AOUT
4;6610293;6609743;1.25;3.67;MARS
5;6610293;6609743;5.57;9.73;NOV
6;6610293;6609743;1.4;2.33;AVRIL
7;6610293;6609743;3.48;6.04;NOV
8;6610293;6609743;7.93;5.31;JUIL
9;6610293;6609743;8.84;0.27;AOUT
10;6610293;6609743;1.53;0.8;AVRIL
11;6610293;6609743;9.8;7.17;DEC
12;6610293;6609743;1.72;2.05;JUIL
13;6610293;6609743;9.39;9.04;NOV
14;6610293;6609743;5.15;1.53;SEPT
15;6610293;6609743;2.99;0.67;MAI
16;6610293;6609743;8.83;6.16;JANV
17;6610293;6609743;9.28;6.49;AVRIL
18;6610293;6609743;8.75;4.66;MARS
19;6610293;6609743;4.83;2.18;AVRIL
20;6610293;6609743;4.91;9.49;MAI
